-2.50000 , -5.02526 
-2.47500 , -4.98996 
-2.45000 , -4.98270 
-2.42500 , -5.02380 
-2.40000 , -4.99840 
-2.37500 , -4.97743 
-2.35000 , -5.01956 
-2.32500 , -5.00707 
-2.30000 , -4.97474 
-2.27500 , -5.01301 
-2.25000 , -5.01501 
-2.22500 , -4.97497 
-2.20000 , -5.00486 
-2.17500 , -5.02131 
-2.15000 , -4.97812 
-2.12500 , -4.99598 
-2.10000 , -5.02525 
-2.07500 , -4.98390 
-2.05000 , -4.98738 
-2.02500 , -5.02632 
-2.00000 , -4.99173 
-1.97500 , -4.98002 
-1.95000 , -5.02433 
-1.92500 , -5.00077 
-1.90000 , -4.97477 
-1.87500 , -5.01940 
-1.85000 , -5.01004 
-1.82500 , -4.97230 
-1.80000 , -5.01198 
-1.77500 , -5.01852 
-1.75000 , -4.97300 
-1.72500 , -5.00281 
-1.70000 , -5.02520 
-1.67500 , -4.97694 
-1.65000 , -4.99284 
-1.62500 , -5.02924 
-1.60000 , -4.98384 
-1.57500 , -4.98314 
-1.55000 , -5.03003 
-1.52500 , -4.99310 
-1.50000 , -4.97485 
-1.47500 , -5.02728 
-1.45000 , -5.00381 
-1.42500 , -4.96898 
-1.40000 , -5.02106 
-1.37500 , -5.01488 
-1.35000 , -4.96638 
-1.32500 , -5.01180 
-1.30000 , -5.02508 
-1.27500 , -4.96761 
-1.25000 , -5.00028 
-1.22500 , -5.03319 
-1.20000 , -4.97289 
-1.17500 , -4.98760 
-1.15000 , -5.03810 
-1.12500 , -4.98202 
-1.10000 , -4.97504 
-1.07500 , -5.03890 
-1.05000 , -4.99442 
-1.02500 , -4.96402 
-1.00000 , -5.03504 
-0.97500 , -5.00910 
-0.95000 , -4.95596 
-0.92500 , -5.02631 
-0.90000 , -5.02476 
-0.87500 , -4.95217 
-0.85000 , -5.01298 
-0.82500 , -5.03984 
-0.80000 , -4.95371 
-0.77500 , -4.99573 
-0.75000 , -5.05263 
-0.72500 , -4.96135 
-0.70000 , -4.97566 
-0.67500 , -5.06135 
-0.65000 , -4.97552 
-0.62500 , -4.95425 
-0.60000 , -5.06426 
-0.57500 , -4.99626 
-0.55000 , -4.93329 
-0.52500 , -5.05963 
-0.50000 , -5.02334 
-0.47500 , -4.91479 
-0.45000 , -5.04571 
-0.42500 , -5.05639 
-0.40000 , -4.90102 
-0.37500 , -5.02040 
-0.35000 , -5.09534 
-0.32500 , -4.89461 
-0.30000 , -4.98028 
-0.27500 , -5.14137 
-0.25000 , -4.89910 
-0.22500 , -4.91774 
-0.20000 , -5.20000 
-0.17500 , -4.92096 
-0.15000 , -4.80970 
-0.12500 , -5.29558 
-0.10000 , -4.97776 
-0.07500 , -4.54501 
-0.05000 , -5.62132 
-0.02500 , -5.07985 
0.00000 , 0.00000 
0.02500 , 5.07985 
0.05000 , 5.62132 
0.07500 , 4.54501 
0.10000 , 4.97776 
0.12500 , 5.29558 
0.15000 , 4.80970 
0.17500 , 4.92096 
0.20000 , 5.20000 
0.22500 , 4.91774 
0.25000 , 4.89910 
0.27500 , 5.14137 
0.30000 , 4.98028 
0.32500 , 4.89461 
0.35000 , 5.09534 
0.37500 , 5.02040 
0.40000 , 4.90102 
0.42500 , 5.05639 
0.45000 , 5.04571 
0.47500 , 4.91479 
0.50000 , 5.02334 
0.52500 , 5.05963 
0.55000 , 4.93329 
0.57500 , 4.99626 
0.60000 , 5.06426 
0.62500 , 4.95425 
0.65000 , 4.97552 
0.67500 , 5.06135 
0.70000 , 4.97566 
0.72500 , 4.96135 
0.75000 , 5.05263 
0.77500 , 4.99573 
0.80000 , 4.95371 
0.82500 , 5.03984 
0.85000 , 5.01298 
0.87500 , 4.95217 
0.90000 , 5.02476 
0.92500 , 5.02631 
0.95000 , 4.95596 
0.97500 , 5.00910 
1.00000 , 5.03504 
1.02500 , 4.96402 
1.05000 , 4.99442 
1.07500 , 5.03890 
1.10000 , 4.97504 
1.12500 , 4.98202 
1.15000 , 5.03810 
1.17500 , 4.98760 
1.20000 , 4.97289 
1.22500 , 5.03319 
1.25000 , 5.00028 
1.27500 , 4.96761 
1.30000 , 5.02508 
1.32500 , 5.01180 
1.35000 , 4.96638 
1.37500 , 5.01488 
1.40000 , 5.02106 
1.42500 , 4.96898 
1.45000 , 5.00381 
1.47500 , 5.02728 
1.50000 , 4.97485 
1.52500 , 4.99310 
1.55000 , 5.03003 
1.57500 , 4.98314 
1.60000 , 4.98384 
1.62500 , 5.02924 
1.65000 , 4.99284 
1.67500 , 4.97694 
1.70000 , 5.02520 
1.72500 , 5.00281 
1.75000 , 4.97300 
1.77500 , 5.01852 
1.80000 , 5.01198 
1.82500 , 4.97230 
1.85000 , 5.01004 
1.87500 , 5.01940 
1.90000 , 4.97477 
1.92500 , 5.00077 
1.95000 , 5.02433 
1.97500 , 4.98002 
2.00000 , 4.99173 
2.02500 , 5.02632 
2.05000 , 4.98738 
2.07500 , 4.98390 
2.10000 , 5.02525 
2.12500 , 4.99598 
2.15000 , 4.97812 
2.17500 , 5.02131 
2.20000 , 5.00486 
2.22500 , 4.97497 
2.25000 , 5.01501 
2.27500 , 5.01301 
2.30000 , 4.97474 
2.32500 , 5.00707 
2.35000 , 5.01956 
2.37500 , 4.97743 
2.40000 , 4.99840 
2.42500 , 5.02380 
2.45000 , 4.98270 
2.47500 , 4.98996 
2.50000 , 5.02526 
2.52500 , 4.98996 
2.55000 , 4.98270 
2.57500 , 5.02380 
2.60000 , 4.99840 
2.62500 , 4.97743 
2.65000 , 5.01956 
2.67500 , 5.00707 
2.70000 , 4.97474 
2.72500 , 5.01301 
2.75000 , 5.01501 
2.77500 , 4.97497 
2.80000 , 5.00486 
2.82500 , 5.02131 
2.85000 , 4.97812 
2.87500 , 4.99598 
2.90000 , 5.02525 
2.92500 , 4.98390 
2.95000 , 4.98738 
2.97500 , 5.02632 
3.00000 , 4.99173 
3.02500 , 4.98002 
3.05000 , 5.02433 
3.07500 , 5.00077 
3.10000 , 4.97477 
3.12500 , 5.01940 
3.15000 , 5.01004 
3.17500 , 4.97230 
3.20000 , 5.01198 
3.22500 , 5.01852 
3.25000 , 4.97300 
3.27500 , 5.00281 
3.30000 , 5.02520 
3.32500 , 4.97694 
3.35000 , 4.99284 
3.37500 , 5.02924 
3.40000 , 4.98384 
3.42500 , 4.98314 
3.45000 , 5.03003 
3.47500 , 4.99310 
3.50000 , 4.97485 
3.52500 , 5.02728 
3.55000 , 5.00381 
3.57500 , 4.96898 
3.60000 , 5.02106 
3.62500 , 5.01488 
3.65000 , 4.96638 
3.67500 , 5.01180 
3.70000 , 5.02508 
3.72500 , 4.96761 
3.75000 , 5.00028 
3.77500 , 5.03319 
3.80000 , 4.97289 
3.82500 , 4.98760 
3.85000 , 5.03810 
3.87500 , 4.98202 
3.90000 , 4.97504 
3.92500 , 5.03890 
3.95000 , 4.99442 
3.97500 , 4.96402 
4.00000 , 5.03504 
4.02500 , 5.00910 
4.05000 , 4.95596 
4.07500 , 5.02631 
4.10000 , 5.02476 
4.12500 , 4.95217 
4.15000 , 5.01298 
4.17500 , 5.03984 
4.20000 , 4.95371 
4.22500 , 4.99573 
4.25000 , 5.05263 
4.27500 , 4.96135 
4.30000 , 4.97566 
4.32500 , 5.06135 
4.35000 , 4.97552 
4.37500 , 4.95425 
4.40000 , 5.06426 
4.42500 , 4.99626 
4.45000 , 4.93329 
4.47500 , 5.05963 
4.50000 , 5.02334 
4.52500 , 4.91479 
4.55000 , 5.04571 
4.57500 , 5.05639 
4.60000 , 4.90102 
4.62500 , 5.02040 
4.65000 , 5.09534 
4.67500 , 4.89461 
4.70000 , 4.98028 
4.72500 , 5.14137 
4.75000 , 4.89910 
4.77500 , 4.91774 
4.80000 , 5.20000 
4.82500 , 4.92096 
4.85000 , 4.80970 
4.87500 , 5.29558 
4.90000 , 4.97776 
4.92500 , 4.54501 
4.95000 , 5.62132 
4.97500 , 5.07985 
5.00000 , -0.00000 
